timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1661102052349,7071,HTTP Request assets_card.jpg,200,OK,Nrbc_products 3-1,bin,true,,3361911,150,1,2,https://www.nrbcommercialbank.com/assets/form/card.jpg,705,0,0
1661102059420,2053,HTTP Request planet,200,OK,Nrbc_products 3-1,text,true,,67002,136,1,2,https://www.nrbcommercialbank.com/planet,686,0,0
1661102061473,1347,HTTP Request ibanking,200,OK,Nrbc_products 3-1,text,true,,58714,138,1,2,https://www.nrbcommercialbank.com/ibanking,806,0,0
1661102062820,1127,HTTP Request product_alamin,200,OK,Nrbc_products 3-1,text,true,,56059,144,1,2,https://www.nrbcommercialbank.com/product/alamin,838,0,0
1661102063947,1179,HTTP Request about_utilities,200,OK,Nrbc_products 3-1,text,true,,55679,145,1,2,https://www.nrbcommercialbank.com/about/utilities,890,0,0
1661102065128,1530,HTTP Request about_remittance,200,OK,Nrbc_products 3-1,text,true,,68095,191,1,2,https://www.nrbcommercialbank.com/about/remittance,933,0,0
1661102066658,1366,HTTP Request  sms,200,OK,Nrbc_products 3-1,text,true,,56550,178,1,2,https://www.nrbcommercialbank.com/sms,1054,0,0
1661102068024,1552,HTTP Request_misscall,200,OK,Nrbc_products 3-1,text,true,,54060,138,1,2,https://www.nrbcommercialbank.com/misscall,1269,0,0
1661102069577,1088,HTTP Request_product_interest,200,OK,Nrbc_products 3-1,text,true,,81449,146,1,2,https://www.nrbcommercialbank.com/product/interest,1010,0,0
1661102023887,105993,HTTP Request form,200,OK,Investor relations 7-1,text,true,,116305050,167,1,1,https://www.nrbcommercialbank.com/assets/form/NRBC_Bank_SB_IM_Final.pdf,252,0,0
1661102129879,28358,HTTP Request assets_form/,200,OK,Investor relations 7-1,text,true,,31945475,232,1,1,https://www.nrbcommercialbank.com/assets/form/nrbcb_Trust_Deed_NRBC_Subordinated_Bond-1.pdf,776,0,527
1661102158239,3634,HTTP Request_assets_form_IPO,200,OK,Investor relations 7-1,text,true,,4376907,166,1,1,https://www.nrbcommercialbank.com/assets/form/IPO_Fund_Utilization.pdf,250,0,0
1661102161888,316,HTTP Request aabout_investor_report,200,OK,Investor relations 7-1,text,true,,60085,151,1,1,https://www.nrbcommercialbank.com/about/investor_report,309,0,0
1661102162204,269,HTTP Request news_corona,200,OK,Investor relations 7-1,text,true,,96225,141,1,1,https://www.nrbcommercialbank.com/news/corona,259,0,0
